Geopolitical Entity,Year,Sector,Level_Sankey,Lifecycle Step,Source,Target,Flow,Unit,Value (THOUSAND TONS)
Croatia,2020,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (net trade),0
Croatia,2020,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (gross trade),0
Croatia,2020,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (net trade),0
Croatia,2020,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (gross trade),0
Croatia,2020,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (net trade),0
Cyprus,2008,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (gross trade),45.52032653412046
Cyprus,2008,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (net trade),45.52032653412046
Cyprus,2008,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),1283.1066518740543
Cyprus,2008,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),1126.7325172259775
Cyprus,2008,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2008,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2008,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),93.02976600000001
Cyprus,2008,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),93.02976600000001
Cyprus,2008,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),2.52
Cyprus,2008,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),2.52
Cyprus,2008,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),7.9812598
Cyprus,2008,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),7.9812598
Cyprus,2008,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2008,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2008,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (gross trade),6.481295389555465
Cyprus,2008,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (net trade),6.481295389555465
Cyprus,2008,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (gross trade),222.94634144112004
Cyprus,2008,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (net trade),150.51180909034323
Cyprus,2008,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2008,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2008,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (gross trade),5.3392669999999995
Cyprus,2008,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (net trade),5.3392669999999995
Cyprus,2008,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),2.52
Cyprus,2008,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),2.52
Cyprus,2008,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (gross trade),2.292807
Cyprus,2008,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (net trade),2.292807
Cyprus,2008,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2008,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2008,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (gross trade),0
Cyprus,2008,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (net trade),0
Cyprus,2008,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (gross trade),76.60954671854557
Cyprus,2008,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (net trade),45.69797205281057
Cyprus,2008,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (gross trade),0.67425
Cyprus,2008,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (net trade),0.67425
Cyprus,2008,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (gross trade),0.38
Cyprus,2008,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (net trade),0.38
Cyprus,2008,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (gross trade),5.8804
Cyprus,2008,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (net trade),5.8804
Cyprus,2009,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (gross trade),44.665837183590284
Cyprus,2009,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (net trade),44.665837183590284
Cyprus,2009,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),1186.4138014109155
Cyprus,2009,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),1041.171682874644
Cyprus,2009,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2009,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2009,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),179.768965
Cyprus,2009,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),179.768965
Cyprus,2009,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),7.74
Cyprus,2009,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),7.74
Cyprus,2009,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),26.7380581
Cyprus,2009,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),26.7380581
Cyprus,2009,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2009,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2009,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (gross trade),6.498828203530689
Cyprus,2009,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (net trade),6.498828203530689
Cyprus,2009,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (gross trade),244.37181569372
Cyprus,2009,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (net trade),172.4250531269588
Cyprus,2009,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2009,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2009,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (gross trade),48.926345999999995
Cyprus,2009,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (net trade),48.926345999999995
Cyprus,2009,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),7.74
Cyprus,2009,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),7.74
Cyprus,2009,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (gross trade),20.5802135
Cyprus,2009,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (net trade),20.5802135
Cyprus,2009,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2009,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2009,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (gross trade),0
Cyprus,2009,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (net trade),0
Cyprus,2009,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (gross trade),66.54601523467319
Cyprus,2009,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (net trade),32.01354168387129
Cyprus,2009,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (gross trade),0.7905
Cyprus,2009,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (net trade),0.7905
Cyprus,2009,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (gross trade),0.266
Cyprus,2009,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (net trade),0.266
Cyprus,2009,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (gross trade),5.8081000000000005
Cyprus,2009,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (net trade),5.8081000000000005
Cyprus,2010,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (gross trade),45.66788105067983
Cyprus,2010,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (net trade),45.66788105067983
Cyprus,2010,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),1149.7332274472476
Cyprus,2010,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),981.0651736857424
Cyprus,2010,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2010,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2010,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),213.957662
Cyprus,2010,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),213.957662
Cyprus,2010,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),3.6
Cyprus,2010,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),3.6
Cyprus,2010,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),29.610881799999998
Cyprus,2010,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),29.610881799999998
Cyprus,2010,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2010,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2010,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (gross trade),6.678785857785629
Cyprus,2010,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (net trade),6.678785857785629
Cyprus,2010,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (gross trade),285.29783194978995
Cyprus,2010,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (net trade),195.23260416104515
Cyprus,2010,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2010,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2010,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (gross trade),56.570284
Cyprus,2010,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (net trade),56.570284
Cyprus,2010,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),3.6
Cyprus,2010,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),3.6
Cyprus,2010,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (gross trade),23.758622999999996
Cyprus,2010,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (net trade),23.758622999999996
Cyprus,2010,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2010,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2010,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (gross trade),0
Cyprus,2010,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (net trade),0
Cyprus,2010,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (gross trade),68.48651953483517
Cyprus,2010,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (net trade),34.794758602994264
Cyprus,2010,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (gross trade),0.9532499999999999
Cyprus,2010,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (net trade),0.9532499999999999
Cyprus,2010,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (gross trade),0.266
Cyprus,2010,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (net trade),0.266
Cyprus,2010,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (gross trade),6.0009
Cyprus,2010,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (net trade),6.0009
Cyprus,2011,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (gross trade),47.022512683678805
Cyprus,2011,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (net trade),47.022512683678805
Cyprus,2011,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),1137.6560157337658
Cyprus,2011,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),969.3173258087852
Cyprus,2011,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2011,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2011,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),201.649563
Cyprus,2011,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),201.649563
Cyprus,2011,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),4.32
Cyprus,2011,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),4.32
Cyprus,2011,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),31.18783075
Cyprus,2011,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),31.18783075
Cyprus,2011,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2011,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2011,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (gross trade),6.787790086978967
Cyprus,2011,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (net trade),6.787790086978967
Cyprus,2011,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (gross trade),292.57398371057997
Cyprus,2011,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (net trade),207.52925951734085
Cyprus,2011,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2011,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2011,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (gross trade),60.319024000000006
Cyprus,2011,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (net trade),60.319024000000006
Cyprus,2011,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),4.32
Cyprus,2011,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),4.32
Cyprus,2011,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (gross trade),25.477377249999996
Cyprus,2011,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (net trade),25.477377249999996
Cyprus,2011,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2011,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2011,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (gross trade),0
Cyprus,2011,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (net trade),0
Cyprus,2011,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (gross trade),54.020109754370544
Cyprus,2011,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (net trade),20.62914195001445
Cyprus,2011,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (gross trade),1.09275
Cyprus,2011,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (net trade),1.09275
Cyprus,2011,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (gross trade),0.22799999999999998
Cyprus,2011,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (net trade),0.22799999999999998
Cyprus,2011,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (gross trade),6.0732
Cyprus,2011,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (net trade),6.0732
Cyprus,2012,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (gross trade),46.850644426524845
Cyprus,2012,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (net trade),46.850644426524845
Cyprus,2012,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),1082.3865885440098
Cyprus,2012,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),919.4156579896653
Cyprus,2012,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2012,Agriculture,L2 - Biomass by type,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2012,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),211.72366900000003
Cyprus,2012,Agriculture,L2 - Biomass by type,Production,Crop production,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),211.72366900000003
Cyprus,2012,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),4.680000000000001
Cyprus,2012,Agriculture,L2 - Biomass by type,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),4.680000000000001
Cyprus,2012,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),37.930070549999996
Cyprus,2012,Agriculture,L2 - Biomass by type,Production,Residues,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),37.930070549999996
Cyprus,2012,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2012,Agriculture,L2 - Biomass by type,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2012,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (gross trade),6.750756235886228
Cyprus,2012,Agriculture,L3 - Biomass components,Animal based food,Feed & bedding,Animal-based food,Carbohydrates,1000 T of dry matter (net trade),6.750756235886228
Cyprus,2012,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (gross trade),332.09999996679
Cyprus,2012,Agriculture,L3 - Biomass components,Imports,Imports,Biomass supply,Animal products (feed eq.),1000 T of dry matter (net trade),255.3023980730536
Cyprus,2012,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2012,Agriculture,L3 - Biomass components,Inner uses,Biofuels,Bioenergy,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2012,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (gross trade),77.95384
Cyprus,2012,Agriculture,L3 - Biomass components,Production,Crop production,Biomass supply,Cereals,1000 T of dry matter (net trade),77.95384
Cyprus,2012,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),4.680000000000001
Cyprus,2012,Agriculture,L3 - Biomass components,Production,Grazing,Biomass supply,Agriculture biomass,1000 T of dry matter (net trade),4.680000000000001
Cyprus,2012,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (gross trade),32.58879125
Cyprus,2012,Agriculture,L3 - Biomass components,Production,Residues,Biomass supply,Cereals,1000 T of dry matter (net trade),32.58879125
Cyprus,2012,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (gross trade),0
Cyprus,2012,Agriculture,L3 - Biomass components,Uses,Biomass supply,Biofuels,Agriculture biomass,1000 T of dry matter (net trade),0
Cyprus,2012,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (gross trade),0
Cyprus,2012,All sectors,L1 - Biomass by sector,Uses,Supply,Biomass for energy,Agriculture,1000 T of dry matter (net trade),0
Cyprus,2012,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (gross trade),39.1830884037158
Cyprus,2012,All sectors,L1 - Biomass by sector,Uses,Supply,Biomaterials,Agriculture,1000 T of dry matter (net trade),2.6910297984196916
Cyprus,2012,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (gross trade),0.9997499999999999
Cyprus,2012,Fisheries,L3 - Biomass components,Production,Aquaculture,Biomass supply,Aquaculture,1000 T of dry matter (net trade),0.9997499999999999
Cyprus,2012,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (gross trade),0.247
Cyprus,2012,Fisheries,L3 - Biomass components,Production,Capture fisheries,Biomass supply,Capture fisheries,1000 T of dry matter (net trade),0.247
Cyprus,2012,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (gross trade),5.9527
Cyprus,2012,Fisheries,L3 - Biomass components,Uses,Biomass supply,Aquatic-based food,Aquatic-based food,1000 T of dry matter (net trade),5.9527
Cyprus,2013,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (gross trade),45.31335009831657
Cyprus,2013,Agriculture,L2 - Biomass by type,Animal based food,Feed & bedding,Animal-based food,Agriculture biomass,1000 T of dry matter (net trade),45.31335009831657
Cyprus,2013,Agriculture,L2 - Biomass by type,Imports,Imports,Biomass supply,Agriculture biomass,1000 T of dry matter (gross trade),1077.8831105048716
